lsa,operator,technology,month,year,speed_mbps
West Bengal,AIRTEL,4G,3,2025,2.8642578125
Haryana,JIO,4G,3,2025,19.5986328125
Gujarat,JIO,4G,3,2025,22.6044921875
UP East,AIRTEL,4G,3,2025,9.830078125
West Bengal,JIO,4G,3,2025,0.048828125
Haryana,JIO,4G,3,2025,27.828125
Kerala,JIO,4G,3,2025,10.4306640625
Madhya Pradesh,AIRTEL,4G,3,2025,1.7421875
Andhra Pradesh,JIO,4G,3,2025,1.23046875
Haryana,JIO,4G,3,2025,13.9970703125
Haryana,AIRTEL,4G,3,2025,21.083984375
Gujarat,Vi India,4G,3,2025,1.64453125
Karnataka,AIRTEL,4G,3,2025,7.5478515625
Andhra Pradesh,CELLONE,4G,3,2025,1.3134765625
Madhya Pradesh,CELLONE,3G,3,2025,4.9228515625
Haryana,JIO,4G,3,2025,5.15234375
West Bengal,AIRTEL,4G,3,2025,3.9833984375
Madhya Pradesh,AIRTEL,4G,3,2025,6.9775390625
Kerala,AIRTEL,4G,3,2025,21.1103515625
Orissa,AIRTEL,4G,3,2025,15.6865234375
Rajasthan,AIRTEL,4G,3,2025,1.828125
Haryana,AIRTEL,4G,3,2025,13.642578125
Punjab,AIRTEL,4G,3,2025,0.5283203125
Assam,JIO,4G,3,2025,2.0810546875
Kerala,JIO,4G,3,2025,20.1064453125
Rajasthan,Vi India,4G,3,2025,16.771484375
UP West,CELLONE,4G,3,2025,1.1044921875
Maharashtra,AIRTEL,4G,3,2025,14.5263671875
Mumbai,AIRTEL,4G,3,2025,50.37109375
Gujarat,AIRTEL,4G,3,2025,40.5830078125
Andhra Pradesh,Vi India,4G,3,2025,5.544921875
Delhi,AIRTEL,4G,3,2025,7.796875
Kolkata,JIO,4G,3,2025,2.6259765625
Haryana,AIRTEL,4G,3,2025,20.9130859375
Delhi,AIRTEL,4G,3,2025,2.2490234375
Gujarat,CELLONE,4G,3,2025,5.1181640625
Haryana,AIRTEL,4G,3,2025,10.4169921875
Haryana,AIRTEL,4G,3,2025,40.7265625
Haryana,AIRTEL,4G,3,2025,29.3291015625
Haryana,JIO,4G,3,2025,16.4931640625
Haryana,JIO,4G,3,2025,9.62109375
Haryana,JIO,4G,3,2025,15.5703125
Haryana,AIRTEL,4G,3,2025,23.5537109375
Kerala,Vi India,4G,3,2025,8.6357421875
Kerala,JIO,4G,3,2025,0.85546875
Haryana,JIO,4G,3,2025,1.734375
Haryana,AIRTEL,4G,3,2025,4.9833984375
Maharashtra,AIRTEL,4G,3,2025,11.796875
Haryana,JIO,4G,3,2025,2.125
Haryana,AIRTEL,4G,3,2025,9.9775390625
Haryana,AIRTEL,4G,3,2025,51.2939453125
Haryana,AIRTEL,4G,3,2025,31.7216796875
Haryana,JIO,4G,3,2025,0.591796875
Haryana,AIRTEL,4G,3,2025,4.818359375
Haryana,AIRTEL,4G,3,2025,1.33203125
Maharashtra,JIO,4G,3,2025,0.681640625
Haryana,AIRTEL,4G,3,2025,7.51171875
Haryana,AIRTEL,4G,3,2025,25.3662109375
Haryana,JIO,4G,3,2025,11.3369140625
Haryana,JIO,4G,3,2025,0.76953125
Haryana,AIRTEL,4G,3,2025,14.5859375
Haryana,AIRTEL,4G,3,2025,28.404296875
Haryana,AIRTEL,4G,3,2025,0.212890625
Rajasthan,JIO,4G,3,2025,9.3701171875
Haryana,JIO,4G,3,2025,20.9658203125
Kerala,Vi India,4G,3,2025,1.3427734375
Haryana,JIO,4G,3,2025,1.943359375
Haryana,AIRTEL,4G,3,2025,48.50390625
Haryana,JIO,4G,3,2025,28.771484375
Karnataka,JIO,4G,3,2025,0.12109375
Haryana,AIRTEL,4G,3,2025,1.548828125
Haryana,AIRTEL,4G,3,2025,4.37109375
Haryana,JIO,4G,3,2025,0.44140625
Haryana,AIRTEL,4G,3,2025,5.1591796875
Assam,AIRTEL,4G,3,2025,2.0859375
Haryana,JIO,4G,3,2025,5.0380859375
Haryana,JIO,4G,3,2025,11.806640625
Haryana,JIO,4G,3,2025,8.498046875
Haryana,JIO,4G,3,2025,4.48046875
Haryana,AIRTEL,4G,3,2025,1.748046875
UP East,JIO,4G,3,2025,25.8486328125
Haryana,AIRTEL,4G,3,2025,5.6884765625
Andhra Pradesh,AIRTEL,4G,3,2025,39.55859375
Haryana,JIO,4G,3,2025,0.0791015625
Karnataka,JIO,4G,3,2025,4.873046875
Haryana,AIRTEL,4G,3,2025,10.1005859375
Haryana,AIRTEL,4G,3,2025,0.8173828125
Haryana,JIO,4G,3,2025,1.322265625
Haryana,JIO,4G,3,2025,8.8984375
Haryana,AIRTEL,4G,3,2025,7.5908203125
Haryana,JIO,4G,3,2025,0.0634765625
Haryana,AIRTEL,4G,3,2025,20.0126953125
Haryana,JIO,4G,3,2025,6.0966796875
Haryana,AIRTEL,4G,3,2025,8.51953125
Haryana,JIO,4G,3,2025,16.546875
Haryana,JIO,4G,3,2025,2.02734375
Haryana,AIRTEL,4G,3,2025,0.671875
Haryana,AIRTEL,4G,3,2025,22.3486328125
Haryana,JIO,4G,3,2025,0.68359375
Haryana,JIO,4G,3,2025,6.990234375
Haryana,JIO,4G,3,2025,12.7822265625
Haryana,AIRTEL,4G,3,2025,4.3525390625
Haryana,JIO,4G,3,2025,16.3076171875
UP East,JIO,4G,3,2025,1.2314453125
Karnataka,JIO,4G,3,2025,2.1484375
Haryana,AIRTEL,4G,3,2025,2.716796875
Haryana,AIRTEL,4G,3,2025,1.1748046875
Haryana,JIO,4G,3,2025,29.6123046875
Haryana,JIO,4G,3,2025,50.541015625
Haryana,AIRTEL,4G,3,2025,50.4619140625
Haryana,AIRTEL,4G,3,2025,19.734375
Haryana,JIO,4G,3,2025,1.080078125
Haryana,JIO,4G,3,2025,28.48046875
North East,JIO,4G,3,2025,8.0849609375
Haryana,JIO,4G,3,2025,0.7001953125
Haryana,AIRTEL,4G,3,2025,30.771484375
Haryana,AIRTEL,4G,3,2025,4.0634765625
Haryana,JIO,4G,3,2025,0.3818359375
Haryana,AIRTEL,4G,3,2025,0.31640625
Haryana,AIRTEL,4G,3,2025,13.3369140625
Haryana,JIO,4G,3,2025,18.9052734375
Haryana,AIRTEL,4G,3,2025,4.6083984375
Haryana,JIO,4G,3,2025,6.89453125
Haryana,AIRTEL,4G,3,2025,10.6767578125
Haryana,JIO,4G,3,2025,16.9970703125
Haryana,JIO,4G,3,2025,6.0224609375
Andhra Pradesh,JIO,4G,3,2025,0.0810546875
Haryana,JIO,4G,3,2025,11.6845703125
Haryana,JIO,4G,3,2025,40.9248046875
Haryana,JIO,4G,3,2025,0.48828125
Haryana,JIO,4G,3,2025,10.9462890625
Haryana,JIO,4G,3,2025,1.0224609375
Haryana,JIO,4G,3,2025,2.9208984375
Haryana,AIRTEL,4G,3,2025,24.0439453125
Haryana,JIO,4G,3,2025,0.9775390625
Haryana,AIRTEL,4G,3,2025,0.2509765625
